Category,AMC,Scheme Code,ISIN Div Payout / ISIN Growth,ISIN Div Reinvestment,Scheme Name,Plan,Option,Net Asset Value,Date
Close Ended Schemes(ELSS),SBI Mutual Fund,142138,INF200KA1RW8,-,SBI Long Term Advantage Fund - Series V,Direct Plan,Growth,33.9908,25-Aug-2026
Close Ended Schemes(ELSS),SBI Mutual Fund,142140,INF200KA1RX6,-,SBI Long Term Advantage Fund - Series V,Direct Plan,IDCW,33.9921,25-Aug-2026
Close Ended Schemes(ELSS),SBI Mutual Fund,142137,INF200KA1RV0,-,SBI Long Term Advantage Fund - Series V,Regular Plan,IDCW,32.5714,25-Aug-2026
Close Ended Schemes(ELSS),SBI Mutual Fund,142139,INF200KA1RU2,-,SBI Long Term Advantage Fund - Series V,Regular Plan,Growth,32.5850,25-Aug-2026
Close Ended Schemes(ELSS),SBI Mutual Fund,143178,INF200KA1TO1,-,SBI Long Term Advantage Fund - Series VI,Direct Plan,Growth,32.5565,25-Aug-2026
Close Ended Schemes(ELSS),SBI Mutual Fund,143179,INF200KA1TP8,-,SBI Long Term Advantage Fund - Series VI,Direct Plan,IDCW,32.5288,25-Aug-2026
Close Ended Schemes(ELSS),SBI Mutual Fund,143176,INF200KA1TM5,-,SBI Long Term Advantage Fund - Series VI,Regular Plan,Growth,31.2282,25-Aug-2026
Close Ended Schemes(ELSS),SBI Mutual Fund,143177,INF200KA1TN3,-,SBI Long Term Advantage Fund - Series VI,Regular Plan,IDCW,31.2348,25-Aug-2026
Close Ended Schemes(ELSS),Sundaram Mutual Fund,139711,INF903JA1443,-,SUNDARAM LONG TERM MICRO CAP TAX ADVANTAGE FUND SERIES III,,,37.6638,25-Aug-2026
Close Ended Schemes(ELSS),Sundaram Mutual Fund,139710,INF903JA1450,-,SUNDARAM LONG TERM MICRO CAP TAX ADVANTAGE FUND SERIES III,,,33.0297,25-Aug-2026
Close Ended Schemes(ELSS),Sundaram Mutual Fund,139709,INF903JA1427,-,SUNDARAM LONG TERM MICRO CAP TAX ADVANTAGE FUND SERIES III,,,36.4885,25-Aug-2026
Close Ended Schemes(ELSS),Sundaram Mutual Fund,139712,INF903JA1435,-,SUNDARAM LONG TERM MICRO CAP TAX ADVANTAGE FUND SERIES III,,,31.9247,25-Aug-2026
Close Ended Schemes(ELSS),Sundaram Mutual Fund,139990,INF903JA1526,-,SUNDARAM LONG TERM MICRO CAP TAX ADVANTAGE FUND SERIES IV,,,32.4809,25-Aug-2026
Close Ended Schemes(ELSS),Sundaram Mutual Fund,139989,INF903JA1534,-,SUNDARAM LONG TERM MICRO CAP TAX ADVANTAGE FUND SERIES IV,,,30.9152,25-Aug-2026
Close Ended Schemes(ELSS),Sundaram Mutual Fund,139992,INF903JA1500,-,SUNDARAM LONG TERM MICRO CAP TAX ADVANTAGE FUND SERIES IV,,,31.7244,25-Aug-2026
Close Ended Schemes(ELSS),Sundaram Mutual Fund,139991,INF903JA1518,-,SUNDARAM LONG TERM MICRO CAP TAX ADVANTAGE FUND SERIES IV,,,30.1632,25-Aug-2026
Close Ended Schemes(ELSS),Sundaram Mutual Fund,141564,INF903JA1AZ0,-,SUNDARAM LONG TERM MICRO CAP TAX ADVANTAGE FUND SERIES VI,,,30.7903,25-Aug-2026
Close Ended Schemes(ELSS),Sundaram Mutual Fund,141567,INF903JA1BA1,-,SUNDARAM LONG TERM MICRO CAP TAX ADVANTAGE FUND SERIES VI,,,29.8008,25-Aug-2026
Close Ended Schemes(ELSS),Sundaram Mutual Fund,141565,INF903JA1AX5,-,SUNDARAM LONG TERM MICRO CAP TAX ADVANTAGE FUND SERIES VI,,,29.2862,25-Aug-2026
Close Ended Schemes(ELSS),Sundaram Mutual Fund,141566,INF903JA1AY3,-,SUNDARAM LONG TERM MICRO CAP TAX ADVANTAGE FUND SERIES VI,,,28.3033,25-Aug-2026
Close Ended Schemes(ELSS),Sundaram Mutual Fund,141141,INF903JA1955,-,SUNDARAM LONG TERM MICRO CAP TAX ADVANTAGE SERIES V,,,32.0100,25-Aug-2026
Close Ended Schemes(ELSS),Sundaram Mutual Fund,141142,INF903JA1963,-,SUNDARAM LONG TERM MICRO CAP TAX ADVANTAGE SERIES V,,,30.4752,25-Aug-2026
Close Ended Schemes(ELSS),Sundaram Mutual Fund,141139,INF903JA1930,-,SUNDARAM LONG TERM MICRO CAP TAX ADVANTAGE SERIES V,,,31.0459,25-Aug-2026
Close Ended Schemes(ELSS),Sundaram Mutual Fund,141140,INF903JA1948,-,SUNDARAM LONG TERM MICRO CAP TAX ADVANTAGE SERIES V,,,29.5204,25-Aug-2026
Close Ended Schemes(ELSS),Sundaram Mutual Fund,133324,INF903J014A9,-,Sundaram Long Term Tax Advantage Fund Series I (10 years),,,31.7125,26-Mar-2025
Close Ended Schemes(ELSS),Sundaram Mutual Fund,133325,INF903J015A6,-,Sundaram Long Term Tax Advantage Fund Series I (10 years),,,25.1838,26-Mar-2025
Close Ended Schemes(ELSS),Sundaram Mutual Fund,133322,INF903J012A3,-,Sundaram Long Term Tax Advantage Fund Series I (10 years),,,30.9664,26-Mar-2025
Close Ended Schemes(ELSS),Sundaram Mutual Fund,133323,INF903J013A1,-,Sundaram Long Term Tax Advantage Fund Series I (10 years),,,24.4751,26-Mar-2025
Close Ended Schemes(ELSS),Sundaram Mutual Fund,142153,INF903JA1BT1,-,Sundaram Long Term Tax Advantage Fund Series III,,,33.1153,25-Aug-2026
Close Ended Schemes(ELSS),Sundaram Mutual Fund,142154,INF903JA1BU9,-,Sundaram Long Term Tax Advantage Fund Series III,,,31.5257,25-Aug-2026
Close Ended Schemes(ELSS),Sundaram Mutual Fund,142151,INF903JA1BR5,-,Sundaram Long Term Tax Advantage Fund Series III,,,32.0000,25-Aug-2026
Close Ended Schemes(ELSS),Sundaram Mutual Fund,142152,INF903JA1BS3,-,Sundaram Long Term Tax Advantage Fund Series III,,,30.4204,25-Aug-2026
Close Ended Schemes(ELSS),Sundaram Mutual Fund,143079,INF903JA1CZ6,-,Sundaram Long Term Tax Advantage Fund Series IV,,,38.1642,25-Aug-2026
Close Ended Schemes(ELSS),Sundaram Mutual Fund,143080,INF903JA1DA7,-,Sundaram Long Term Tax Advantage Fund Series IV,,,35.0644,25-Aug-2026
Close Ended Schemes(ELSS),Sundaram Mutual Fund,143077,INF903JA1CX1,-,Sundaram Long Term Tax Advantage Fund Series IV,,,37.3411,25-Aug-2026
Close Ended Schemes(ELSS),Sundaram Mutual Fund,143078,INF903JA1CY9,-,Sundaram Long Term Tax Advantage Fund Series IV,,,34.2665,25-Aug-2026
Close Ended Schemes(ELSS),Sundaram Mutual Fund,135682,INF903J011W9,-,SUNDARAM LONG TERM TAX ADVANTAGE SERIES II,,,36.3216,23-Mar-2026
Close Ended Schemes(ELSS),Sundaram Mutual Fund,135681,INF903J012W7,-,SUNDARAM LONG TERM TAX ADVANTAGE SERIES II,,,28.0616,23-Mar-2026
Close Ended Schemes(ELSS),Sundaram Mutual Fund,135684,INF903J019V4,-,SUNDARAM LONG TERM TAX ADVANTAGE SERIES II,,,35.1776,23-Mar-2026
Close Ended Schemes(ELSS),Sundaram Mutual Fund,135683,INF903J010W1,-,SUNDARAM LONG TERM TAX ADVANTAGE SERIES II,,,27.0320,23-Mar-2026
Close Ended Schemes(ELSS),UTI Mutual Fund,135962,INF789FB19N1,-,UTI - Long Term Advantage Fund Series III,,,23.2926,24-Sep-2021
Close Ended Schemes(ELSS),UTI Mutual Fund,135965,INF789FB18N3,-,UTI - Long Term Advantage Fund Series III,,,21.1683,24-Sep-2021
Close Ended Schemes(ELSS),UTI Mutual Fund,135964,INF789FB17N5,-,UTI - Long Term Advantage Fund Series III,,,22.0771,24-Sep-2021
Close Ended Schemes(ELSS),UTI Mutual Fund,135963,INF789FB16N7,-,UTI - Long Term Advantage Fund Series III,,,19.9881,24-Sep-2021
Close Ended Schemes(ELSS),UTI Mutual Fund,140046,INF789FC1FE5,-,UTI - Long Term Advantage Fund Series IV,,,16.4953,24-Sep-2021
Close Ended Schemes(ELSS),UTI Mutual Fund,140044,INF789FC1FD7,-,UTI - Long Term Advantage Fund Series IV,,,16.4953,24-Sep-2021
Close Ended Schemes(ELSS),UTI Mutual Fund,140045,INF789FC1FC9,-,UTI - Long Term Advantage Fund Series IV,,,15.7183,24-Sep-2021
Close Ended Schemes(ELSS),UTI Mutual Fund,140043,INF789FC1FB1,-,UTI - Long Term Advantage Fund Series IV,,,15.7183,24-Sep-2021
Close Ended Schemes(ELSS),UTI Mutual Fund,140454,INF789FC1HT9,-,UTI - Long Term Advantage Fund Series V,,,15.4735,24-Sep-2021
Close Ended Schemes(ELSS),UTI Mutual Fund,140457,INF789FC1HS1,-,UTI - Long Term Advantage Fund Series V,,,15.4735,24-Sep-2021
Close Ended Schemes(ELSS),UTI Mutual Fund,140455,INF789FC1HR3,-,UTI - Long Term Advantage Fund Series V,,,14.7433,24-Sep-2021
Close Ended Schemes(ELSS),UTI Mutual Fund,140456,INF789FC1HQ5,-,UTI - Long Term Advantage Fund Series V,,,14.7433,24-Sep-2021
Close Ended Schemes(ELSS),UTI Mutual Fund,141892,INF789FC1V82,-,UTI - Long Term Advantage Fund Series VI,,,12.7086,24-Sep-2021
Close Ended Schemes(ELSS),UTI Mutual Fund,141894,INF789FC1V74,-,UTI - Long Term Advantage Fund Series VI,,,12.708,24-Sep-2021
Close Ended Schemes(ELSS),UTI Mutual Fund,141893,INF789FC1V66,-,UTI - Long Term Advantage Fund Series VI,,,12.2198,24-Sep-2021
Close Ended Schemes(ELSS),UTI Mutual Fund,141891,INF789FC1V58,-,UTI - Long Term Advantage Fund Series VI,,,12.2199,24-Sep-2021
Close Ended Schemes(ELSS),UTI Mutual Fund,101834,-,-,UTI - Master Equity Plan Unit Scheme,Regular Plan,Growth,226.1495,25-Aug-2026
Close Ended Schemes(Growth),HDFC Mutual Fund,141581,INF179KC1AL2,-,HDFC Equity Opp Fund - II - 1100D June 2017 (1),,,13.298,20-Jan-2022
Close Ended Schemes(Growth),HDFC Mutual Fund,141580,INF179KC1AJ6,-,HDFC Equity Opp Fund - II - 1100D June 2017 (1),,,13.895,20-Jan-2022
Close Ended Schemes(Growth),HDFC Mutual Fund,141579,INF179KC1AM0,-,HDFC Equity Opp Fund - II - 1100D June 2017 (1),,,10.000,20-Jan-2022
Close Ended Schemes(Growth),HDFC Mutual Fund,141578,INF179KC1AK4,-,HDFC Equity Opp Fund - II - 1100D June 2017 (1),,,10.000,20-Jan-2022
Close Ended Schemes(Growth),HDFC Mutual Fund,141429,INF179KC1AH0,-,HDFC Equity Opp Fund - II - 1126D May 2017 (1),,,14.316,14-Jan-2022
Close Ended Schemes(Growth),HDFC Mutual Fund,141430,INF179KC1AF4,-,HDFC Equity Opp Fund - II - 1126D May 2017 (1),,,14.837,14-Jan-2022
Close Ended Schemes(Growth),HDFC Mutual Fund,141431,INF179KC1AI8,-,HDFC Equity Opp Fund - II - 1126D May 2017 (1),,,10,14-Jan-2022
Close Ended Schemes(Growth),HDFC Mutual Fund,141428,INF179KC1AG2,-,HDFC Equity Opp Fund - II - 1126D May 2017 (1),,,10,14-Jan-2022
Close Ended Schemes(Growth),ICICI Prudential Mutual Fund,142952,INF109KC1BL5,-,ICICI Prudential Bharat Consumption Fund - Series 1,,,15.62,01-Nov-2021
Close Ended Schemes(Growth),ICICI Prudential Mutual Fund,142951,INF109KC1BN1,-,ICICI Prudential Bharat Consumption Fund - Series 1,,,16.04,01-Nov-2021
Close Ended Schemes(Growth),ICICI Prudential Mutual Fund,142950,INF109KC1BO9,-,ICICI Prudential Bharat Consumption Fund - Series 1,,,16.04,01-Nov-2021
Close Ended Schemes(Growth),ICICI Prudential Mutual Fund,142949,INF109KC1BM3,-,ICICI Prudential Bharat Consumption Fund - Series 1,,,15.62,01-Nov-2021
Close Ended Schemes(Growth),ICICI Prudential Mutual Fund,143152,INF109KC1CV2,-,ICICI Prudential Bharat Consumption Fund - Series 2,,,15.77,23-Nov-2021
Close Ended Schemes(Growth),ICICI Prudential Mutual Fund,143153,INF109KC1CX8,-,ICICI Prudential Bharat Consumption Fund - Series 2,,,16.14,23-Nov-2021
Close Ended Schemes(Growth),ICICI Prudential Mutual Fund,143154,INF109KC1CY6,-,ICICI Prudential Bharat Consumption Fund - Series 2,,,16.14,23-Nov-2021
Close Ended Schemes(Growth),ICICI Prudential Mutual Fund,143155,INF109KC1CW0,-,ICICI Prudential Bharat Consumption Fund - Series 2,,,15.77,23-Nov-2021
Close Ended Schemes(Growth),ICICI Prudential Mutual Fund,143964,INF109KC1GQ3,-,ICICI Prudential Bharat Consumption Fund - Series 3,,,16.55,07-Feb-2022
Close Ended Schemes(Growth),ICICI Prudential Mutual Fund,143961,INF109KC1GS9,-,ICICI Prudential Bharat Consumption Fund - Series 3,,,17.01,07-Feb-2022
Close Ended Schemes(Growth),ICICI Prudential Mutual Fund,143962,INF109KC1GT7,-,ICICI Prudential Bharat Consumption Fund - Series 3,,,17.01,07-Feb-2022
Close Ended Schemes(Growth),ICICI Prudential Mutual Fund,143963,INF109KC1GR1,-,ICICI Prudential Bharat Consumption Fund - Series 3,,,16.55,07-Feb-2022
Close Ended Schemes(Growth),ICICI Prudential Mutual Fund,144445,INF109KC1IU1,-,ICICI Prudential Bharat Consumption Fund - Series 4,,,14.76,11-Mar-2022
Close Ended Schemes(Growth),ICICI Prudential Mutual Fund,144448,INF109KC1IW7,-,ICICI Prudential Bharat Consumption Fund - Series 4,,,15.13,11-Mar-2022
Close Ended Schemes(Growth),ICICI Prudential Mutual Fund,144447,INF109KC1IX5,-,ICICI Prudential Bharat Consumption Fund - Series 4,,,15.13,11-Mar-2022
Close Ended Schemes(Growth),ICICI Prudential Mutual Fund,144446,INF109KC1IV9,-,ICICI Prudential Bharat Consumption Fund - Series 4,,,14.76,11-Mar-2022
Close Ended Schemes(Growth),ICICI Prudential Mutual Fund,145446,INF109KC1NO4,-,ICICI Prudential Bharat Consumption Fund - Series 5,,,18.19,01-Dec-2021
Close Ended Schemes(Growth),ICICI Prudential Mutual Fund,145443,INF109KC1NQ9,-,ICICI Prudential Bharat Consumption Fund - Series 5,,,18.51,01-Dec-2021
Close Ended Schemes(Growth),ICICI Prudential Mutual Fund,145444,INF109KC1NR7,-,ICICI Prudential Bharat Consumption Fund - Series 5,,,18.51,01-Dec-2021
Close Ended Schemes(Growth),ICICI Prudential Mutual Fund,145445,INF109KC1NP1,-,ICICI Prudential Bharat Consumption Fund - Series 5,,,18.19,01-Dec-2021
Close Ended Schemes(Growth),ICICI Prudential Mutual Fund,135406,INF109KB1MX8,-,ICICI Prudential Business Cycle Fund - Series 1,,,12.80,09-Apr-2019
Close Ended Schemes(Growth),ICICI Prudential Mutual Fund,135404,INF109KB1MV2,-,ICICI Prudential Business Cycle Fund - Series 1,,,13.27,09-Apr-2019
Close Ended Schemes(Growth),ICICI Prudential Mutual Fund,135405,INF109KB1MW0,-,ICICI Prudential Business Cycle Fund - Series 1,,,10.01,09-Apr-2019
Close Ended Schemes(Growth),ICICI Prudential Mutual Fund,135407,INF109KB1MY6,-,ICICI Prudential Business Cycle Fund - Series 1,,,9.61,09-Apr-2019
Close Ended Schemes(Growth),ICICI Prudential Mutual Fund,135550,INF109KB1OH7,-,ICICI Prudential Business Cycle Fund - Series 2,,,13.99,22-Feb-2019
Close Ended Schemes(Growth),ICICI Prudential Mutual Fund,135549,INF109KB1OI5,-,ICICI Prudential Business Cycle Fund - Series 2,,,10.29,22-Feb-2019
Close Ended Schemes(Growth),ICICI Prudential Mutual Fund,135547,INF109KB1OF1,-,ICICI Prudential Business Cycle Fund - Series 2,,,14.46,22-Feb-2019
Close Ended Schemes(Growth),ICICI Prudential Mutual Fund,135548,INF109KB1OG9,-,ICICI Prudential Business Cycle Fund - Series 2,,,10.69,22-Feb-2019
Close Ended Schemes(Growth),ICICI Prudential Mutual Fund,135996,INF109KB1PX1,-,ICICI Prudential Business Cycle Fund - Series 3,,,13.56,25-Feb-2019
Close Ended Schemes(Growth),ICICI Prudential Mutual Fund,135998,INF109KB1PZ6,-,ICICI Prudential Business Cycle Fund - Series 3,,,14.19,25-Feb-2019
Close Ended Schemes(Growth),ICICI Prudential Mutual Fund,135999,INF109KB1QA7,-,ICICI Prudential Business Cycle Fund - Series 3,,,9.68,25-Feb-2019
Close Ended Schemes(Growth),ICICI Prudential Mutual Fund,135997,INF109KB1PY9,-,ICICI Prudential Business Cycle Fund - Series 3,,,9.15,25-Feb-2019
Close Ended Schemes(Growth),ICICI Prudential Mutual Fund,126677,INF109KA1LK8,-,ICICI Prudential Equity Savings Fund â€“ Series 1,,,12.06,22-Feb-2017
Close Ended Schemes(Growth),ICICI Prudential Mutual Fund,126675,INF109KA1LJ0,-,ICICI Prudential Equity Savings Fund â€“ Series 1,,,20.54,22-Feb-2017
Close Ended Schemes(Growth),ICICI Prudential Mutual Fund,126676,INF109KA1LL6,-,ICICI Prudential Equity Savings Fund â€“ Series 1,,,21.08,22-Feb-2017
Close Ended Schemes(Growth),ICICI Prudential Mutual Fund,126678,INF109KA1LM4,-,ICICI Prudential Equity Savings Fund â€“ Series 1,,,12.48,22-Feb-2017
Close Ended Schemes(Growth),ICICI Prudential Mutual Fund,130003,INF109KB12R8,-,ICICI Prudential Growth Fund - Series 1,,,14.47,31-Dec-2020
Close Ended Schemes(Growth),ICICI Prudential Mutual Fund,130004,INF109KB13R6,-,ICICI Prudential Growth Fund - Series 1,,,13.23,31-Dec-2020
Close Ended Schemes(Growth),ICICI Prudential Mutual Fund,130593,INF109KC1796,-,ICICI Prudential Growth Fund - Series 2,,,16.02,01-Feb-2021
Close Ended Schemes(Growth),ICICI Prudential Mutual Fund,130594,INF109KC1804,-,ICICI Prudential Growth Fund - Series 2,,,14.68,01-Feb-2021
Close Ended Schemes(Growth),ICICI Prudential Mutual Fund,131317,INF109KA1S17,-,ICICI Prudential Growth Fund - Series 3,,,13.67,03-May-2021
Close Ended Schemes(Growth),ICICI Prudential Mutual Fund,131318,INF109KA1S09,-,ICICI Prudential Growth Fund - Series 3,,,12.50,03-May-2021
Close Ended Schemes(Growth),ICICI Prudential Mutual Fund,131545,INF109KA1Y76,-,ICICI Prudential Growth Fund - Series 4,,,11.62,02-May-2018
Close Ended Schemes(Growth),ICICI Prudential Mutual Fund,131546,INF109KA1Y68,-,ICICI Prudential Growth Fund - Series 4,,,10.89,02-May-2018
Close Ended Schemes(Growth),ICICI Prudential Mutual Fund,133128,INF109KA13K3,-,ICICI Prudential Growth Fund - Series 5,,,11.11,19-Jun-2018
Close Ended Schemes(Growth),ICICI Prudential Mutual Fund,133129,INF109KA12K5,-,ICICI Prudential Growth Fund - Series 5,,,10.47,19-Jun-2018
Close Ended Schemes(Growth),ICICI Prudential Mutual Fund,133274,INF109KA14O3,-,ICICI Prudential Growth Fund - Series 6,,,10.29,09-Jul-2018
Close Ended Schemes(Growth),ICICI Prudential Mutual Fund,133275,INF109KA15O0,-,ICICI Prudential Growth Fund - Series 6,,,10.97,09-Jul-2018
Close Ended Schemes(Growth),ICICI Prudential Mutual Fund,133425,INF109KA18P1,-,ICICI Prudential Growth Fund - Series 7,,,9.98,25-Jul-2018
Close Ended Schemes(Growth),ICICI Prudential Mutual Fund,133426,INF109KA19P9,-,ICICI Prudential Growth Fund - Series 7,,,10.54,25-Jul-2018
Close Ended Schemes(Growth),ICICI Prudential Mutual Fund,133468,INF109KA19R5,-,ICICI Prudential Growth Fund - Series 8,,,10.71,29-Jan-2018
Close Ended Schemes(Growth),ICICI Prudential Mutual Fund,133467,INF109KA10S2,-,ICICI Prudential Growth Fund - Series 8,,,10.82,29-Jan-2018
Close Ended Schemes(Growth),ICICI Prudential Mutual Fund,133965,INF109KB1128,-,ICICI Prudential India Recovery Fund - Series 1,,,9.95,03-Oct-2018
Close Ended Schemes(Growth),ICICI Prudential Mutual Fund,133966,INF109KB1110,-,ICICI Prudential India Recovery Fund - Series 1,,,9.46,03-Oct-2018
Close Ended Schemes(Growth),ICICI Prudential Mutual Fund,134043,INF109KB1300,-,ICICI Prudential India Recovery Fund - Series 2,,,10.54,09-Oct-2018
Close Ended Schemes(Growth),ICICI Prudential Mutual Fund,134042,INF109KB1292,-,ICICI Prudential India Recovery Fund - Series 2,,,9.89,09-Oct-2018
Close Ended Schemes(Growth),ICICI Prudential Mutual Fund,135323,INF109KB1MD0,-,ICICI Prudential India Recovery Fund - Series 3,,,13.82,31-Aug-2018
Close Ended Schemes(Growth),ICICI Prudential Mutual Fund,135322,INF109KB1ME8,-,ICICI Prudential India Recovery Fund - Series 3,,,14.35,31-Aug-2018
Close Ended Schemes(Growth),ICICI Prudential Mutual Fund,135216,INF109KB1LQ4,-,ICICI Prudential India Recovery Fund - Series 3,,,10.22,31-Aug-2018
Close Ended Schemes(Growth),ICICI Prudential Mutual Fund,135217,INF109KB1LP6,-,ICICI Prudential India Recovery Fund - Series 3,,,9.96,31-Aug-2018
Close Ended Schemes(Growth),ICICI Prudential Mutual Fund,136180,INF109KB1QX9,-,ICICI Prudential India Recovery Fund - Series 4,,,16.56,27-Feb-2019
Close Ended Schemes(Growth),ICICI Prudential Mutual Fund,136181,INF109KB1QY7,-,ICICI Prudential India Recovery Fund - Series 4,,,17.28,27-Feb-2019
Close Ended Schemes(Growth),ICICI Prudential Mutual Fund,136182,INF109KB1QW1,-,ICICI Prudential India Recovery Fund - Series 4,,,12.19,27-Feb-2019
Close Ended Schemes(Growth),ICICI Prudential Mutual Fund,136183,INF109KB1QV3,-,ICICI Prudential India Recovery Fund - Series 4,,,11.58,27-Feb-2019
Close Ended Schemes(Growth),ICICI Prudential Mutual Fund,139263,INF109KB1UT9,-,ICICI Prudential India Recovery Fund - Series 5,,,13.78,15-May-2019
Close Ended Schemes(Growth),ICICI Prudential Mutual Fund,139264,INF109KB1UU7,-,ICICI Prudential India Recovery Fund - Series 5,,,14.28,15-May-2019
