Date,Open,High,Low,Close,Adj_Close,Volume,Percent_Change,Adj_Percent_Change,Intraday_Range_%,Gap_%,Year,Month,Quarter,Month_Name
2019-10-01,121.79499816894531,126.5,117.00599670410156,125.49800109863281,125.49800109863281,18999230,3.233607568204655,3.233607568204655,7.565063357811415,0.18754828502268417,2019,10,4,October
2019-11-01,125.4000015258789,129.5,124.96700286865234,127.51300048828125,127.51300048828125,14363190,1.6056027761468306,1.6056027761468306,3.554929390720635,-0.07808855272275238,2019,11,4,November
2019-12-01,127.51300048828125,131.25,12.904999732971191,129.14999389648438,129.14999389648438,13846942,1.2837854978979824,1.2837854978979824,91.6337637320247,0.0,2019,12,4,December
2020-01-01,128.9499969482422,134.60000610351562,124.4000015258789,127.16999816894531,127.16999816894531,10993089,-1.533097809610473,-1.533097809610473,8.020763328223072,-0.15485633580632455,2020,1,1,January
2020-02-01,127.3499984741211,129.9499969482422,119.11000061035156,119.29000091552734,119.29000091552734,24281762,-6.196427905070346,-6.196427905070346,9.087095527450566,0.14154305871472206,2020,2,1,February
2020-03-01,122.05000305175781,142.9499969482422,81.0,91.94000244140625,91.94000244140625,111455244,-22.92731852143115,-22.92731852143115,67.38089547879139,2.313691101557544,2020,3,1,March
2020-04-01,91.94000244140625,105.98999786376953,86.3499984741211,104.18000030517578,104.18000030517578,54589763,13.313027560087498,13.313027560087498,18.851986304585083,0.0,2020,4,2,April
2020-05-01,104.18000030517578,106.80000305175781,84.5999984741211,101.37999725341797,101.37999725341797,45599323,-2.6876589014741104,-2.6876589014741104,21.897815327557883,0.0,2020,5,2,May
2020-06-01,102.0,111.91000366210938,95.0,109.5199966430664,109.5199966430664,69857852,8.02919669577522,8.02919669577522,15.440106081467754,0.6115631913386427,2020,6,2,June
2020-07-01,110.91999816894531,135.60000610351562,108.75,118.0199966430664,118.0199966430664,51365071,7.761139755785518,7.761139755785518,22.750387110007637,1.2783067647834327,2020,7,3,July
2020-08-01,118.0199966430664,139.3000030517578,116.05000305175781,121.02999877929688,121.02999877929688,34433289,2.5504170664686354,2.5504170664686354,19.21011338882794,0.0,2020,8,3,August
2020-09-01,134.8800048828125,141.3000030517578,102.26000213623047,119.93000030517578,119.93000030517578,28750870,-0.9088643189421042,-0.9088643189421042,32.55232286849457,11.443448932666417,2020,9,3,September
2020-10-01,120.5,146.1999969482422,109.5,124.56999969482422,124.56999969482422,37731616,3.868923019962822,3.868923019962822,29.461344656137978,0.4752769893886338,2020,10,4,October
2020-11-01,127.69000244140625,154.89999389648438,114.69999694824219,138.3800048828125,138.3800048828125,44216420,11.086140500779074,11.086140500779074,29.05043758474042,2.504618089608669,2020,11,4,November
2020-12-01,149.6999969482422,159.0,129.6999969482422,149.07000732421875,149.07000732421875,36484207,7.725106275620597,7.725106275620597,19.655196627200787,8.180366863706976,2020,12,4,December
2021-01-01,159.67999267578125,174.8800048828125,140.1999969482422,146.10000610351562,146.10000610351562,40089477,-1.9923533070227428,-1.9923533070227428,23.73717076370184,7.117451418974166,2021,1,1,January
2021-02-01,150.0,179.6999969482422,146.24000549316406,156.14999389648438,156.14999389648438,56423750,6.878841460039409,6.878841460039409,21.42810935827482,2.6694002283074023,2021,2,1,February
2021-03-01,161.99000549316406,183.60000610351562,137.3000030517578,157.16000366210938,157.16000366210938,48453097,0.6468202402201584,0.6468202402201584,29.46042375469895,3.7400011687167742,2021,3,1,March
2021-04-01,137.0500030517578,179.8800048828125,132.0,157.0,157.0,38901050,-0.10180940339844513,-0.10180940339844513,30.496818396695858,-12.795876903634865,2021,4,2,April
2021-05-01,156.49000549316406,179.0,150.8000030517578,166.7899932861328,166.7899932861328,28493453,6.235664513460382,6.235664513460382,16.907487309424084,-0.3248372655005971,2021,5,2,May
2021-06-01,179.0,184.8800048828125,159.0,169.1300048828125,169.1300048828125,26234000,1.4029688175988708,1.4029688175988708,15.301841267458336,7.320587088771319,2021,6,2,June
