Date,Open,High,Low,Close,Adj_Close,Volume,Percent_Change,Adj_Percent_Change,Intraday_Range_%,Gap_%,Year,Month,Quarter,Month_Name
2009-02-01,43.0,46.29999923706055,37.70000076293945,38.900001525878906,38.900001525878906,283260,-12.58426623397999,-12.58426623397999,22.10796436190316,-3.3707865168539324,2009,2,1,February
2009-03-01,37.5,44.20000076293945,33.51499938964844,41.20000076293945,41.20000076293945,400610,5.912594207818822,5.912594207818822,25.934468872394955,-3.5989755037606637,2009,3,1,March
2009-04-01,41.900001525878906,52.599998474121094,40.599998474121094,51.0,51.0,108810,23.786405474720084,23.786405474720084,23.52941176470588,1.6990309465458149,2009,4,2,April
2009-05-01,54.79999923706055,76.0,50.11000061035156,75.0,75.0,695060,47.058823529411775,47.058823529411775,34.51999918619792,7.450978896197151,2009,5,2,May
2009-06-01,74.5,77.5,70.0,74.05000305175781,74.05000305175781,930200,-1.266662597656254,-1.266662597656254,10.12829127739241,-0.6666666666666667,2009,6,2,June
2009-07-01,75.8949966430664,78.0999984741211,64.80000305175781,75.59500122070312,75.59500122070312,855420,2.08642553041547,2.08642553041547,17.593749861228687,2.491550999692764,2009,7,3,July
2009-08-01,76.0,82.42500305175781,70.0,75.0,75.0,1112430,-0.7870906952775814,-0.7870906952775814,16.566670735677082,0.5357480954520554,2009,8,3,August
2009-09-01,73.57499694824219,89.0,73.19999694824219,88.69999694824219,88.69999694824219,377500,18.266662597656257,18.266662597656257,17.812856364558115,-1.9000040690104167,2009,9,3,September
2009-10-01,89.0,104.9000015258789,84.4000015258789,85.0,85.0,749720,-4.171360851794836,-4.171360851794836,24.11764705882353,0.3382221669442321,2009,10,4,October
2009-11-01,83.0,93.80000305175781,83.0,90.01000213623047,90.01000213623047,401580,5.894120160271132,5.894120160271132,11.998669920496134,-2.3529411764705883,2009,11,4,November
2009-12-01,91.69999694824219,94.4990005493164,84.9000015258789,90.5,90.5,544820,0.5443815710924227,0.5443815710924227,10.606628755179557,1.8775633506306393,2009,12,4,December
2010-01-01,91.69999694824219,102.96800231933594,87.80500030517578,86.38480377197266,86.38480377197266,69240,-4.547178152516407,-4.547178152516407,17.552858086227147,1.3259634787206491,2010,1,1,January
2010-02-01,86.35819244384766,88.69999694824219,82.0,86.45999908447266,86.45999908447266,327010,0.08704692169989592,0.08704692169989592,7.749244759644509,-0.0308055664457433,2010,2,1,February
2010-03-01,87.16764068603516,95.80000305175781,87.69999694824219,95.0999984741211,95.0999984741211,9301870,9.993059774621372,9.993059774621372,8.517356712387144,0.8184612642328668,2010,3,1,March
2010-04-01,95.5999984741211,99.4000015258789,91.0,98.8010025024414,98.8010025024414,337910,3.891697253105053,3.891697253105053,8.501939568549762,0.5257623638512061,2010,4,2,April
2010-05-01,100.0,111.5,87.5999984741211,93.69999694824219,93.69999694824219,1009120,-5.162908700317259,-5.162908700317259,25.50693949230408,1.213547906590286,2010,5,2,May
2010-06-01,93.5999984741211,109.4000015258789,90.5,95.26899719238281,95.26899719238281,462620,1.6744933780598714,1.6744933780598714,19.83856457280947,-0.1067219609156772,2010,6,2,June
2010-07-01,94.19999694824219,102.53500366210938,92.30000305175781,102.05000305175781,102.05000305175781,558080,7.117746653385759,7.117746653385759,10.029397652404347,-1.1220861724637703,2010,7,3,July
2010-08-01,104.59500122070312,113.5,103.50499725341797,107.69999694824219,107.69999694824219,178910,5.536495568372302,5.536495568372302,9.280411355429628,2.4938736823501495,2010,8,3,August
2010-09-01,108.0,124.80000305175781,108.0,123.25,123.25,315740,14.438257653090503,14.438257653090503,13.630834119073276,0.27855437349918044,2010,9,3,September
2010-10-01,125.19999694824219,148.38400268554688,121.0,123.13099670410156,123.13099670410156,176410,-0.0965543982948791,-0.0965543982948791,22.239731195674388,1.5821476253486308,2010,10,4,October
2010-11-01,123.30000305175781,140.0,114.4000015258789,120.72799682617188,120.72799682617188,712480,-1.951579977626905,-1.951579977626905,21.2046908315565,0.13725735369656136,2010,11,4,November
2010-12-01,121.4000015258789,125.5999984741211,111.19999694824219,118.77100372314453,118.77100372314453,644640,-1.6209936008837134,-1.6209936008837134,12.124172630085152,0.5566270603119553,2010,12,4,December
2011-01-01,119.77200317382812,120.0,103.6500015258789,106.48699951171875,106.48699951171875,672040,-10.342595268504951,-10.342595268504951,15.35398550911541,0.8427978372708929,2011,1,1,January
2011-02-01,107.5999984741211,119.0,100.38400268554688,104.63999938964844,104.63999938964844,596310,-1.7344841441109926,-1.7344841441109926,17.79051741498263,1.045197035793895,2011,2,1,February
2011-03-01,105.802001953125,123.0,105.80000305175781,117.13400268554688,117.13400268554688,1486610,11.939987928874562,11.939987928874562,14.68403414371196,1.1104764623990566,2011,3,1,March
2011-04-01,117.0,120.44999694824219,108.81999969482422,114.46099853515625,114.46099853515625,1014580,-2.2820053008573926,-2.2820053008573926,10.160663808857006,-0.11440118366535555,2011,4,2,April
2011-05-01,115.0,117.69999694824219,104.0,109.73500061035156,109.73500061035156,573570,-4.128915512957998,-4.128915512957998,12.484619193550024,0.47090403870467523,2011,5,2,May
2011-06-01,109.69999694824219,113.5,105.25,112.78199768066406,112.78199768066406,305500,2.7766866117145295,2.7766866117145295,7.3149972244324095,-0.031898356873087785,2011,6,2,June
2011-07-01,113.5,116.80000305175781,110.0,111.15399932861328,111.15399932861328,319520,-1.443491324440238,-1.443491324440238,6.1176413739774045,0.6366284815852624,2011,7,3,July
2011-08-01,112.68399810791016,112.68399810791016,88.0,95.9000015258789,95.9000015258789,1238200,-13.723300911231984,-13.723300911231984,25.739309400583384,1.3764675931934933,2011,8,3,August
2011-09-01,96.98400115966797,101.0,91.09200286865234,96.427001953125,96.427001953125,357370,0.5495311979780038,0.5495311979780038,10.275127226463104,1.1303437085937291,2011,9,3,September
2011-10-01,94.5999984741211,107.68399810791016,89.62999725341797,100.94300079345703,100.94300079345703,465010,4.683334282784557,4.683334282784557,17.88534193810337,-1.8947011127568265,2011,10,4,October
2011-11-01,101.08399963378906,101.49500274658203,84.0,86.8479995727539,86.8479995727539,743020,-13.963326936895204,-13.963326936895204,20.1443934605842,0.1396816413458263,2011,11,4,November
2011-12-01,86.9000015258789,93.94999694824219,78.71499633789062,80.21199798583984,80.21199798583984,1030810,-7.64093775280913,-7.64093775280913,18.993418681630473,0.05987697285006221,2011,12,4,December
2012-01-01,79.69999694824219,100.44999694824219,79.42500305175781,99.65899658203125,99.65899658203125,526940,24.24450092818342,24.24450092818342,21.096935166488752,-0.6383097921186828,2012,1,1,January
2012-02-01,99.4000015258789,113.0,98.00499725341797,105.35796356201172,105.35796356201172,332320,5.7184671484119765,5.7184671484119765,14.232434112829312,-0.2598812601320543,2012,2,1,February
2012-03-01,104.09017944335938,0.0,0.0,102.2295913696289,102.2295913696289,0,-2.96927928997176,-2.96927928997176,0.0,-1.2033111459165116,2012,3,1,March
2012-04-01,103.1514663696289,0.0,0.0,102.80309295654297,102.80309295654297,0,0.5609937193629788,0.5609937193629788,0.0,0.9017692310505285,2012,4,2,April
2012-05-01,103.09744262695312,0.0,0.0,95.1957015991211,95.1957015991211,0,-7.399963501718454,-7.399963501718454,0.0,0.28632374955351203,2012,5,2,May
2012-06-01,93.46002197265625,0.0,0.0,104.81784057617188,104.81784057617188,0,10.10774521897071,10.10774521897071,0.0,-1.823275208132789,2012,6,2,June
2012-07-01,105.53530883789062,0.0,0.0,105.77549743652344,105.77549743652344,0,0.9136391811617406,0.9136391811617406,0.0,0.6844905960425322,2012,7,3,July
2012-08-01,106.13752746582031,0.0,0.0,101.72836303710938,101.72836303710938,0,-3.8261549200870215,-3.8261549200870215,0.0,0.34226265824382585,2012,8,3,August
2012-09-01,101.44439697265625,0.0,0.0,116.59361267089844,116.59361267089844,0,14.612689312975945,14.612689312975945,0.0,-0.2791414861846714,2012,9,3,September
2012-10-01,116.21917724609375,0.0,0.0,114.62586212158203,114.62586212158203,0,-1.6877001271679015,-1.6877001271679015,0.0,-0.32114574394532497,2012,10,4,October
2012-11-01,115.09420776367188,0.0,0.0,123.61659240722656,123.61659240722656,0,7.8435443094929,7.8435443094929,0.0,0.40858636386357217,2012,11,4,November
2012-12-01,123.05268096923828,0.0,0.0,126.7602767944336,126.7602767944336,0,2.5430925784225566,2.5430925784225566,0.0,-0.4561777889254576,2012,12,4,December
2013-01-01,128.58575439453125,0.0,0.0,129.0810089111328,129.0810089111328,0,1.8308039201134996,1.8308039201134996,0.0,1.4401022514790045,2013,1,1,January
2013-02-01,128.039794921875,0.0,0.0,116.63678741455078,116.63678741455078,0,-9.640629246359078,-9.640629246359078,0.0,-0.8066360791885716,2013,2,1,February
2013-03-01,117.1697006225586,0.0,0.0,113.61576080322266,113.61576080322266,0,-2.5901147299186023,-2.5901147299186023,0.0,0.4568997653491012,2013,3,1,March
2013-04-01,114.24519348144531,0.0,0.0,125.53717041015625,125.53717041015625,0,10.492742840124913,10.492742840124913,0.0,0.5540011999856297,2013,4,2,April
2013-05-01,127.0140380859375,0.0,0.0,125.56564331054688,125.56564331054688,0,0.022680852449985522,0.022680852449985522,0.0,1.1764385567684963,2013,5,2,May
2013-06-01,124.82621002197266,118.0,111.26499938964844,116.2020034790039,116.2020034790039,125030,-7.457167091785588,-7.457167091785588,5.7959419017835465,-0.5888818542070975,2013,6,2,June
2013-07-01,116.9990005493164,122.0,101.0,106.34200286865234,106.34200286865234,490410,-8.48522427768048,-8.48522427768048,19.74760624542498,0.6858720559465279,2013,7,3,July
